ΚΩΔΙΚΟΣ,ΕΠΟΠΤΕΥΩΝ ΦΟΡΕΑΣ,ΔΙΑΚΡΙΤΙΚΟΣ ΤΙΤΛΟΣ ,ΙΔΙΟΚΤΗΤΗΣ,ΝΟΜΙΜΟΣ ΕΚΠΡΟΣΩΠΟΣ,ΤΑΧΥΔΡΟΜΙΚΗ Δ/ΝΣΗ ΣΧΟΛΕΙΟΥ ,"ΑΡΙΘ. ΑΠΟΦ. ΧΟΡΗΓ. ΑΡΧ. ΑΔΕΙΑΣ, ΦΕΚ ΔΗΜΟΣ.",ΠΑΡΑΤΗΡΗΣΕΙΣ/ ΜΕΤΑΒΟΛΕΣ / ΤΡΟΠΟΠΟΙΗΣΕΙΣ
7054001,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΕΥΡΩΠΑΪΚΟ ΠΡΟΤΥΠΟ,ΚΑΡΓΙΩΤΑΚΗΣ - ΚΟΛΛΙΑΣ ΚΑΙ ΣΙΑ ΕΤΕΡΟΡΡΥΘΜΗ ΕΤΑΙΡΕΙΑ ,ΚΑΡΓΙΩΤΑΚΗΣ ΕΚΤΟΡΑΣ - ΕΜΜΑΝΟΥΗΛ,ΡΟΔΟΠΟΛΕΩΣ 28 Τ.Κ. 16777 ΕΛΛΗΝΙΚΟ ΤΗΛ.: 210-9618626,"Φ2ΓΑ/195398/Δ5/19-12-2013,ΦΕΚ 404/Β/20-2-14",ΤΡΟΠΟΠΟΙΗΣΗ 124666/Ν1/21-07-2017 (ΦΕΚ 2585/Β/25-07-2017)
7054003,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΑΝΝΑ ΣΤΕΦΑΤΟΥ-ΣΤΑΥΡΑΚΗ,ΣΤΕΦΑΤΟΥ -ΣΤΑΥΡΑΚΗ ΑΝΝΑ,ΣΤΕΦΑΤΟΥ -ΣΤΑΥΡΑΚΗ ΑΝΝΑ,ΤΑΤΑΚΗ 13-15 Τ.Κ. 16675 ΓΛΥΦΑΔΑ ΤΗΛ.: 210-9632569,"Φ2Α/184385/Δ5/3-12-2013,ΦΕΚ 402/Β/20-2-14","124853/Ν1/23-07-2018 , ΦΕΚ 3080/Β/27-07-2018"
7054005,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΤΟ ΕΡΓΑΣΤΗΡΙ,ΠΑΝΑ ΕΥΦΡΟΣΥΝΗ,ΠΑΝΑ ΕΥΦΡΟΣΥΝΗ,ΠΑΝΔΡΟΣΟΥ 3 Τ.Κ. 16674 ΓΛΥΦΑΔΑ ΤΗΛ.: 210-9632140,"Φ2ΓΑ/148636/Δ5/14-10-2013,ΦΕΚ 622/Β/12-3-14","ΜΕΤΑΒΙΒΑΣΗ:104478/Ν1/30-08-2022,ΦΕΚ 4696/Β'/08-09-2022 ΤΡΟΠΟΠΟΙΗΣΗ:137165/Ν1/29-11-2023 (ΦΕΚ 6897/Β/8-12-2023)"
7054007,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΙΟΡΔΑΝΑΚΕΙΟΝ ΣΥΓΧΡΟΝΑ ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΓΕΛΑ ΧΑΜΟΓΕΛΑ ΠΑΙΔΙΚΟΙ ΣΤΑΘΜΟΙ ΝΗΠΙΑΓΩΓΕΙΑ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,ΙΟΡΔΑΝΑΚΕΙΟΝ ΣΥΓΧΡΟΝΑ ΕΚΠΑΙΔΕΥΤΗΡΙΑ - ΠΑΙΔΙΚΟΙ ΣΤΑΘΜΟΙ ΚΑΙ ΝΗΠΙΑΓΩΓΕΙΑ ΓΕΛΑ - ΧΑΜΟΓΕΛΑ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,ΙΟΡΔΑΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ,ΜΥΣΤΡΑ 71 Τ.Κ. 16561 ΑΝΩ ΓΛΥΦΑΔΑ ΤΗΛ.: 210-9645151,"Φ2ΓΑ/199638/Δ5/30-12-2013,ΦΕΚ 403/Β/ 20-2-14","85566/Ν1/24-05-2018,  ΦΕΚ 2288/Β/18-06-2018"
7054011,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - YANNOPOULOS SCHOOL S.A.,ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΓΙΑΝΝΟΠΟΥΛΟΥ ΑΕ,ΓΙΑΝΝΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,ΒΑΣΙΛΕΩΣ ΓΕΩΡΓΙΟΥ Β΄ 39 Τ.Κ. 16674 ΓΛΥΦΑΔΑ ΤΗΛ.: 210-8946306,"Φ2ΓΑ/144764/Δ5/8-10-2013,ΦΕΚ 299/Β/11-2-14","ΤΡΟΠΟΠΟΙΗΣΗ 219247/Δ1/21-12-2016 (ΦΕΚ 4498/Β/30-12-2016
71134/Ν1/16-06-2021, ΦΕΚ 3008/Β/08-07-2021"
7054013,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ -ΓΕΝΙΚΗ ΑΡΜΕΝΙΚΗ ΕΝΩΣΗ ΑΓΑΘΟΕΡΓΙΑΣ,ΓΕΝΙΚΗ ΑΡΜΕΝΙΚΗ ΕΝΩΣΗ ΑΓΑΘΟΕΡΓΙΑΣ,ΜΑΡΟΥΚΙΑΝ ΧΑΜΠΙΚ-ΣΑΧΑΚ,ΝΑΥΠΛΙΟΥ 11 Τ.Κ. 17563 Π. ΦΑΛΗΡΟ ΤΗΛ.: 210-9825685 210-9816679,"Φ2Α/119925/Δ5/2-9-2013,ΦΕΚ 139/Β/28-1-14",ΤΡΟΠΟΠΟΙΗΣΗ 84906/Δ1/28-05-2015 ΦΕΚ 1141/Β/16-06-2015  ΤΡΟΠΟΠΟΙΗΣΗ 94565/Ν1/7-06-2017 ΦΕΚ 2119/Β/21-06-2017
7054015,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΣΥΓΧΡΟΝΑ ΕΚΠΑΙΔΕΥΤΗΡΙΑ Μ. ΧΟΥΡΔΑΚΗ ΕΠΕ,ΣΥΓΧΡΟΝΑ ΕΚΠΑΙΔΕΥΤΗΡΙΑ Μ. ΧΟΥΡΔΑΚΗ ΕΠΕ,ΧΟΥΡΔΑΚΗΣ ΠΑΥΛΟΣ,ΠΑΝΔΡΟΣΟΥ 45 Τ.Κ. 17564 Π. ΦΑΛΗΡΟ ΤΗΛ.: 210-9818609 210-9833353 210-9882111,"Φ2ΓΒ/131260/Δ5/18-8-2014,ΦΕΚ 2298/Β/27-8-14",ΤΡΟΠΟΠΟΙΗΣΗ ΝΟΜ. ΕΚΠΡ. 186972/Δ1/19-11-2015 ΦΕΚ 2615/Β/04-12-2015
7054017,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΑΘΗΝΑΪΣ,ΙΕΡΕΜΙΑΔΗ ΓΕΩΡΓΙΑ,ΙΕΡΕΜΙΑΔΗ ΓΕΩΡΓΙΑ,ΠΡΟΥΣΗΣ 18 Τ.Κ. 17123 Ν. ΣΜΥΡΝΗ ΤΗΛ.: 210-9320028 ΦΑΞ: 210-9329064,"Φ2ΓΑ/137135/Δ5/26-9-2013,ΦΕΚ 319/Β/12-2-14","ΤΡΟΠΟΠΟΙΗΣΗ Φ2Α/109177/Δ5/14-7-2014 (ΦΕΚ  2016/Β/24-7-2014 ΚΑΙ 
ΤΡΟΠΟΠΟΙΗΣΗ 94554/Ν1/7-06-2017 ΦΕΚ 2073/Β/15-06-2017, 
ΜΕΤΑΒΙΒΑΣΗ 141968/Ν1/29-8-2017 ΦΕΚ 3119/Β/08-09-2017
148778/Ν1/25-09-2019 , ΦΕΚ 3705/Β/4-10-2019"
7054019,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΣΧΟΛΗ ΞΕΝΟΠΟΥΛΟΥ,ΧΡΗΣΤΟΣ ΓΕΩΡΓΑΚΟΠΟΥΛΟΣ ΚΑΙ ΣΙΑ ΟΕ,ΓΕΩΡΓΑΚΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ,ΤΗΛΕΜΑΧΟΥ 7 Τ.Κ. 17564 Π. ΦΑΛΗΡΟ ΤΗΛ.: 210-9315020,"Φ2ΜΒ/35417/Δ5/   1-3-2014             Φ2ΓΑ/47969/Δ5/31-3-2014,ΦΕΚ 925/Β/ 14-4-14",91698/Ν1/05-06-2018 ΦΕΚ 2224/Β/14-06-2018
7054021,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - E.M.E.D.O.F.,ΓΑΡΤΑΓΑΝΗ ΒΑΣΙΛΙΚΗ,ΓΑΡΤΑΓΑΝΗ ΒΑΣΙΛΙΚΗ,ΓΙΑΝΝΗ ΡΙΤΣΟΥ 5 Τ.Κ. 17455 ΑΛΙΜΟΣ ΤΗΛ.: 210- 9820864,"Φ2ΓΑ/125694/Δ5/10-9-2013,ΦΕΚ 202/Β/3-2-14","160258/Δ1/29-09-2016 ,ΦΕΚ 3287/Β/13-10-2016 
155910/Ν1/19-09-2017, ΦΕΚ 3478/Β/05-10-2017,
176945/N1/22-10-2018,ΦΕΚ 4857/Β/31-10-2018
"
7054023,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΝΕΑ ΕΚΠΑΙΔΕΥΤΗΡΙΑ Γ. ΜΑΛΛΙΑΡΑΣ ΑΕ,ΝΕΑ ΕΚΠΑΙΔΕΥΤΗΡΙΑ Γ ΜΑΛΛΙΑΡΑΣ ΑΕ,ΜΑΛΛΙΑΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,ΕΡΕΧΘΕΙΟΥ 6 Τ.Κ. 17563 ΑΛΙΜΟΣ ΤΗΛ.: 210-9884679,"Φ2Α/26091/Δ5/24-2-2014,ΦΕΚ 561/Β/ 6-3-14","ΤΡΟΠΟΠΟΙΗΣΗ 222647/Δ1/28-12-2016 ,ΦΕΚ 4347/Β/30-12-2016"
7054025,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΓΕΝΝΑΔΙΟΣ ΕΚΠΑΙΔΕΥΤΙΚΗ Κ. ΖΩΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΓΕΝΝΑΔΙΟΣ ΕΚΠΑΙΔΕΥΤΙΚΗ Κ. ΖΩΗ ΑΕ,ΦΟΥΦΑΣ ΣΑΡΑΝΤΟΣ,"ΓΡΗΓΟΡΙΟΥ ΛΑΜΠΡΑΚΗ 3 Τ.Κ. 17455 ΑΛΙΜΟΣ ΤΗΛ.: 210-9855993
","Φ2ΓΒ/127380/Δ5/8-8-2014,ΦΕΚ 2256/Β/19-8-14",
7054027,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΤΖΙΒΙΛΟΓΛΟΥ ΦΩΤΙΚΑ ΜΕΠΕ - ΤΟ ΣΠΙΤΙ ΤΩΝ ΜΙΚΡΩΝ Μ.Ε.Π.Ε.,ΤΖΙΒΙΛΟΓΛΟΥ ΦΩΤΙΚΑ ΜΕΠΕ,ΤΖΙΒΙΛΟΓΛΟΥ ΦΩΤΙΚΑ,ΕΠΤΑΝΗΣΟΥ 4 Τ.Κ. 17455 ΑΛΙΜΟΣ ΤΗΛ.: 210-9814434 6945808601,"Φ2ΓΑ/167788/Δ5/6-11-2013,ΦΕΚ 360/Β/ 14-2-14","100676/Ν1/19-06-2018,ΦΕΚ 2785/Β/13-07-2018
166685/Ν1/24-10-2019 , ΦΕΚ 4120/Β/12-11-2019
49778/Ν1/05-05-2021,ΦΕΚ 2053/Β/19-05-2021"
7054029,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ -ΟΙ ΜΙΚΡΕΣ ΠΑΤΟΥΣΕΣ,"ΚΕΝΤΡΟ ΦΡΟΝΤΙΔΑΣ ΠΡΟΣΧΟΛΙΚΗΣ ΑΓΩΓΗΣ, ΔΙΑΠΑΙΔΑΓΩΓΗΣΗΣ ΚΑΙ ΕΡΓΑΣΤΗΡΙΟ ΠΟΛΙΤΙΣΜΟΥ ΑΦΑΙ   ΤΖΩΡΤΖΗ - Η.ΓΟΥΖΙΟΥ Ο.Ε.",ΓΟΥΖΙΟΥ ΗΛΕΚΤΡΑ,"ΕΠΤΑΝΗΣΟΥ 27, ΑΛΙΜΟΣ, 17455 ΤΗΛ. 210-9818689","Φ2ΓΑ/13838/Δ5/31-1-2014,ΦΕΚ 759/Β/27-3-14
{Φ.2/27426/Δ5,11-07-2008}","178872/Ν1/15-11-2019 , ΦΕΚ 4525/Β/11-12-2019"
7054035,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΝΑΠΙ - ΝΑΠΙ,ΑΛΕΞΑΝΔΡΑ ΓΚΑΝΟΥΛΗ ,ΑΛΕΞΑΝΔΡΑ ΓΚΑΝΟΥΛΗ ,ΜΑΝΤΖΑΓΡΙΩΤΑΚΗ 6 Τ.Κ. 17672 ΚΑΛΛΙΘΕΑ ΤΗΛ.: 210-9520415,"Φ2ΓΒ/149544/Δ5/15-10-2013,ΦΕΚ 739/Β/  26-3-14",ΜΕΤΑΒΙΒΑΣΗ 82254/Δ1/23-05-2016 (ΦΕΚ 1523/Β/30-05-2016
7054047,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΓΕΩΡΓΙΟΥ ΖΩΗ,ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΓΕΩΡΓΙΟΥ ΖΩΗ ΑΕ,ΓΕΩΡΓΙΟΣ ΖΩΗΣ,ΑΒΕΡΩΦ 13 Τ.Κ. 16452 ΑΡΓΥΡΟΥΠΟΛΗ ΤΗΛ.: 210-9617817,"Φ2ΓΑ/186375/Δ5/5-12-2013,ΦΕΚ 448/Β/24-2-14","111096/Ν1/09-09-2021 , ΦΕΚ 4402/Β/23-09-2021"
7054049,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΤΑ ΚΑΙΝΟΥΡΓΙΑ ΜΠΑΛΟΝΙΑ,ΠΑΙΔΑΓΩΓΙΚΑ ΕΡΓΑΣΤΗΡΙΑ - ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ ΕΠΕ,ΗΛΙΑΣΚΟΥ ΑΚΡΙΒΗ,ΗΒΗΣ ΑΘΑΝΑΣΙΑΔΟΥ 34 Τ.Κ. 17562 ΠΑΛΑΙΟ ΦΑΛΗΡΟ ΤΗΛ.: 210-9838059 6944961299,"Φ2ΓΑ/150654/Δ5/16-10-2013,ΦΕΚ 622/Β/ 12-03-2014","ΤΡΟΠΟΠΟΙΗΣΗ 92551/Δ1/11-06-2015 ΚΑΙ 151994/Δ1/29-09-2015 ΦΕΚ 1353/Β/03-07-2015 ΚΑΙ 2225/Β/15-10-2015
108584/Ν1/06-09-2021,ΦΕΚ 4288/Β/16-09-2021
"
7054055,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,1Ο ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΛΙΛΙΠΟΥΠΟΛΗ,Μ. ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ - Χ. ΤΥΡΟΒΟΛΑΣ ΟΕ,ΧΡ. ΤΥΡΟΒΟΛΑΣ,ΝΗΡΗΪΔΩΝ 71 Τ.Κ. 17561 ΠΑΛΑΙΟ ΦΑΛΗΡΟ ΤΗΛ.: 210-9811702 210-9844190,"133160/Δ5/20-9-2013,ΦΕΚ 284/Β/10-2-14","80278/Ν1/17-05-2018 ΦΕΚ 2067/Β/07-06-2018
132419/Ν1/02-10-2020 ΦΕΚ 4450/Β/08-10-2020"
7054059,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΕΚΠΑΙΔΕΥΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,ΕΚΠΑΙΔΕΥΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ΑΣΤΙΚΗ ΜΗ ΚΕΡΔΟΣΚΟΠΙΚΗ ΕΤΑΙΡΕΙΑ,ΝΤΟΥΛΙΑ ΧΡΙΣΤΙΝΑ,"ΑΡΧΙΜΗΔΟΥΣ 32-32Α ΚΑΙ ΑΡΕΤΗΣ 84, ΓΛΥΦΑΔΑΤΚ 16674,ΤΗΛ.: 210-9885838 6946950555","Φ2ΓΑ/13742/Δ5/31-09-2013,ΦΕΚ 284/Β/10-2-14","ΤΡΟΠΟΠΟΙΗΣΗ ΝΟΜ. ΕΚΠ. 120557/Δ1/28-07-2015 ΦΕΚ 1796/Β/20-08-2015
170793/Ν1/01-11-2019,ΦΕΚ 4060/Β/07-11-2019
26291/Ν1/09-03-2022,ΦΕΚ 1309/Β/21-03-2022
11012/Ν1/31-01-2023,ΦΕΚ 629/Β/09-02-2023"
7054061,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΓΛΥΚΕΣ ΦΑΤΣΟΥΛΕΣ,ΔΗΜ. ΠΑΠΠΑΣ - ΜΑΡ. ΖΟΥΜΑΚΗ ΟΕ,ΠΑΠΠΑΣ ΔΗΜΗΤΡΙΟΣ,"ΚΡΥΣΤΑΛΛΗ 15 & ΠΑΛΑΜΑ 1 ,Τ.Κ. 17455 ΑΛΙΜΟΣ ΤΗΛ.: 210-9810130 6977455177","Φ2ΓΑ/167551/Δ5/6-11-2013,ΦΕΚ 359/Β/ 14-2-14","188921/Ν1/02-12-2019 , ΦΕΚ 4778/Β/24-12-2019
74157/Ν1/23-06-2021 ,ΦΕΚ 3156/Β/19-07-2021"
7054065,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΠΑΙΧΝΙΔΙ ΚΑΙ ΜΑΘΗΣΗ,ΠΑΙΧΝΙΔΙ ΚΑΙ ΜΑΘΗΣΗ ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ,ΜΠΙΤΣΟΛΑ ΕΙΡΗΝΗ,ΤΡΙΤΩΝΟΣ 32 Τ.Κ. 17561 ΠΑΛΑΙΟ ΦΑΛΗΡΟ ΤΗΛ.: 210-9855557 6937359523 ΦΑΞ: 210-9847846,"112784/Δ5/14-8-2013,ΦΕΚ 148/Β/28-1-14","ΜΕΤΑΒΙΒΑΣΗ&ΤΡΟΠΟΠΟΙΗΣΗ 142552/Ν1/13-09-2019 , ΦΕΚ 3524/Β/20-09-2019
41432/Ν1/12-04-2021,ΦΕΚ 1645/Β/22-04-2021"
7054067,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΦΩΤΕΙΝΗ,ΓΙΑΝΝΟΥΔΑΚΟΣ ΔΗΜΗΤΡΙΟΣ & ΕΛΕΝΗ ΟΕ,ΚΑΡΤΑΛΟΥ ΕΥΑΓΓΕΛΙΑ - ΑΘΗΝΑ,ΣΟΛΩΝΟΣ 46 & ΑΘΗΝΑΣ 48 Τ.Κ. 17455 ΑΛΙΜΟΣ ΤΗΛ.: 210-9851502,"Φ2ΓΑ/149551/Δ5/15-10-2013,ΦΕΚ 632/Β/13-3 -14","ΤΡΟΠΟΠΟΙΗΣΗ 94562/7-06-2017 ΦΕΚ 2119/Β/21-06-2017
150362/Ν1/27-09-2019 , ΦΕΚ 3707/Β/04-10-2019"
7054069,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,1Ο ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΜΗΤΡΟΠΟΛΙΤΙΚΟ ΔΙΕΘΝΕΣ ΣΧΟΛΕΙΟ,ΜΗΤΡΟΠΟΛΙΤΙΚΟ ΔΙΕΘΝΕΣ ΣΧΟΛΕΙΟ ΙΚΕ ,ΔΗΜΗΤΡΕΛΛΟΣ ΙΩΑΝΝΗΣ,ΚΩΣΤΗ ΠΑΛΑΜΑ 17-19 Τ.Κ. 17455 ΑΛΙΜΟΣ ΤΗΛ.: 210-9827447,"Φ.2.ΓΑ/135655/Δ5/24-9-2013,ΦΕΚ 337/Β/ 13-2-14","ΜΕΤΑΒΙΒΑΣΗ/ΤΡΟΠΟΠΟΙΗΣΗ 158569/Ν1/06-12-2021,ΦΕΚ 5704/Β/09-12-2021"
7054071,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΚΟΛΥΜΠΡΙ 2,ΚΟΥΝΕΝΙΔΑΚΗ ΜΑΡΙΑ ΚΑΙ ΣΙΑ Ο.Ε. ,ΚΟΥΝΕΝΙΔΑΚΗ ΜΑΡΙΑ,ΜΕΣΣΗΝΗΣ 1 ΑΛΙΜΟΣ Τ.Κ. 17456 ΤΗΛ.: 210-9911536,"Φ2ΓΑ/167786/Δ5/6-11-2013,ΦΕΚ 360/Β/2014","ΤΡΟΠΟΠΟΙΗΣΗ 155718/Δ1/22-09-2016 (ΦΕΚ 3225/Β/7-10-2016
62463/Ν1/01-06-2021,ΦΕΚ 2555/Β/16-06-2021"
7054075,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,2O ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ- ΜΗΤΡΟΠΟΛΙΤΙΚΟ ΔΙΕΘΝΕΣ ΣΧΟΛΕΙΟ».,ΜΗΤΡΟΠΟΛΙΤΙΚΟ ΔΙΕΘΝΕΣ ΣΧΟΛΕΙΟ ΙΚΕ ,ΔΗΜΗΤΡΕΛΛΟΣ ΙΩΑΝΝΗΣ,ΚΩΣΤΗ ΠΑΛΑΜΑ 17-19 Τ.Κ. 17455 ΑΛΙΜΟΣ ΤΗΛ.: 210-9827447,"Φ2ΓΑ/135653/Δ5/24-9-2013,ΦΕΚ 319/Β/ 12-2-14
ΔΙΟΡΘΩΣΗ ΣΦΑΛΜΑΤΟΣ ΦΕΚ 5715/Β/10-12-2021 (Φ.2.ΓΑ/135655/Δ5)","ΜΕΤΑΒΙΒΑΣΗ 167763/Ν1/22-12-2021,ΦΕΚ 6292/Β/29-12-2021"
7054077,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΑΛΕΞΑΝΔΡΑ ΠΡΕΔΑΡΗ ΠΑΠΑΓΑΘΑΓΓΕΛΟΥ & ΣΙΑ ΕΕ,ΑΛΕΞΑΝΔΡΑ ΠΡΕΔΑΡΗ ΠΑΠΑΓΑΘΑΓΓΕΛΟΥ & ΣΙΑ Ε.Ε.,ΠΡΕΔΑΡΗ ΠΑΠΑΓΑΘΑΓΓΕΛΟΥ ΑΛΕΞΑΝΔΡΑ,ΑΠΟΛΛΟΔΩΡΟΥ 13 Τ.Κ. 17563 ΠΑΛΑΙΟ ΦΑΛΗΡΟ ΤΗΛ.: 210-9811140,"Φ2ΓΒ/26163/Δ5/24-2-2014, ΦΕΚ 560/Β/ 6-3-2014","147895/Ν1/30-10-2020, ΦΕΚ 4923/Β'/9-11-2020, 87476/Ν1/19-7-2021, ΦΕΚ 3288/Β΄/26-7-2021, 74489/Ν1/3-6-2024, ΦΕΚ 4036/Β/10-7-2024"
7054079,Δ/ΝΣΗ Π.Ε. ΑΘΗΝΑΣ Δ΄,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΤΟ ΜΗΛΟ,ΠΑΠΑΝΙΚΟΥ ΔΗΜΗΤΡΑ,ΠΑΠΑΝΙΚΟΥ ΔΗΜΗΤΡΑ,ΓΡΗΓΟΡΙΟΥ ΛΑΜΠΡΑΚΗ 7 Τ.Κ.16452 ΑΡΓΥΡΟΥΠΟΛΗ ΤΗΛ.: 210-9944252,"Φ2ΓΑ/36279/Δ5/12-3-2014,ΦΕΚ 711/Β/20-3-14","ΤΡΟΠΟΠΟΙΗΣΗ 139694/Δ1/08-09-2015 ΦΕΚ 2009/Β/16-09-2015 , ΜΕΤΑΒΙΒΑΣΗ 128409/Ν1/27-07-2017 ΦΕΚ 2836/Β/11-08-2017 ,ΔΙΟΡΘΩΣΗ ΣΦΑΛΜΑΤΟΣ 4554/Ν1/11-01-2018 ΦΕΚ 248/Β/01-02-2018"
